verb,tense,input_ipa,predicted_base,predicted_tag,expected_tag_piece,correct
sweep,Past,#swɛpt#,#swip#,PST/ PST.PTCP,PST,Right
sweep,Perfect,#swɛpt#,#swip#,PST/ PST.PTCP,PST,Right
swim,Present 3rd Singular,#swɪmz#,#swɪm#,3SG-PRES,3SG-PRES,Right
swim,Progressive,#swɪmɪŋ#,#swɪm#,PROG,PROG,Right
swim,Past,#swæm#,#swɪm#,PST,PST,Right
swim,Perfect,#swʌm#,#swɪm#,PST.PTCP,PST,Right
swing,Present 3rd Singular,#swɪŋz#,#swɪŋ#,3SG-PRES,3SG-PRES,Right
swing,Progressive,#swɪŋɪŋ#,#swɪŋ#,PROG,PROG,Right
swing,Past,#swʌŋ#,#swɪŋ#,PST.PTCP,PST,Right
swing,Perfect,#swʌŋ#,#swɪŋ#,PST.PTCP,PST,Right
take,Present 3rd Singular,#teɪks#,#teɪk#,3SG-PRES,3SG-PRES,Right
take,Progressive,#teɪkɪŋ#,#teɪk#,PROG,PROG,Right
take,Past,#tʊk#,#teɪk#,PST,PST,Right
take,Perfect,#teɪkən#,#teɪk#,PST.PTCP,PST,Right
teach,Present 3rd Singular,#titʃɪz#,#titʃ#,3SG-PRES,3SG-PRES,Right
teach,Progressive,#titʃɪŋ#,#titʃ#,PROG,PROG,Right
teach,Past,#tɔt#,#titʃ#,PST/ PST.PTCP,PST,Right
teach,Perfect,#tɔt#,#titʃ#,PST/ PST.PTCP,PST,Right
tease,Present 3rd Singular,#tizɪz#,#tiz#,3SG-PRES,3SG-PRES,Right
tease,Progressive,#tizɪŋ#,#tiz#,PROG,PROG,Right
tease,Past,#tizd#,#tiz#,PST/ PST.PTCP,PST,Right
tease,Perfect,#tizd#,#tiz#,PST/ PST.PTCP,PST,Right
tell,Present 3rd Singular,#tɛlz#,#tɛl#,3SG-PRES,3SG-PRES,Right
tell,Progressive,#tɛlɪŋ#,#tɛl#,PROG,PROG,Right
tell,Past,#toʊld#,#tɛl#,PST/ PST.PTCP,PST,Right
tell,Perfect,#toʊld#,#tɛl#,PST/ PST.PTCP,PST,Right
think,Present 3rd Singular,#θɪŋks#,#θɪŋk#,3SG-PRES,3SG-PRES,Right
think,Progressive,#θɪŋkɪŋ#,#θɪŋk#,PROG,PROG,Right
think,Past,#θɔt#,#θɪŋk#,PST/ PST.PTCP,PST,Right
think,Perfect,#θɔt#,#θɪŋk#,PST/ PST.PTCP,PST,Right
throw,Present 3rd Singular,#θɹoʊz#,#θɹoʊ#,3SG-PRES,3SG-PRES,Right
throw,Progressive,#θɹoʊɪŋ#,#θɹoʊ#,PROG,PROG,Right
throw,Past,#θɹu#,#θɹoʊ#,PST,PST,Right
throw,Perfect,#θɹoʊn#,#θɹoʊn#,BARE,PST,Wrong
tip,Present 3rd Singular,#tɪps#,#tɪp#,3SG-PRES,3SG-PRES,Right
tip,Progressive,#tɪpɪŋ#,#tɪp#,PROG,PROG,Right
tip,Past,#tɪpt#,#tɪp#,PST/ PST.PTCP,PST,Right
tip,Perfect,#tɪpt#,#tɪp#,PST/ PST.PTCP,PST,Right
understand,Present 3rd Singular,#ʌndəɹstændz#,#ʌndəɹstænd#,3SG-PRES,3SG-PRES,Right
understand,Progressive,#ʌndəɹstændɪŋ#,#ʌndəɹstænd#,PROG,PROG,Right
understand,Past,#ʌndəɹstʊd#,#ʌndəɹstænd#,PST/ PST.PTCP,PST,Right
understand,Perfect,#ʌndəɹstʊd#,#ʌndəɹstænd#,PST/ PST.PTCP,PST,Right
untie,Present 3rd Singular,#ʌntaɪz#,#ʌnta#,3SG-PRES,3SG-PRES,Wrong
untie,Progressive,#ʌntaɪŋ#,#ʌnta#,PROG,PROG,Wrong
untie,Past,#ʌntaɪd#,#ʌnta#,PST/ PST.PTCP,PST,Wrong
untie,Perfect,#ʌntaɪd#,#ʌnta#,PST/ PST.PTCP,PST,Wrong
value,Present 3rd Singular,#væljuz#,#vælju#,3SG-PRES,3SG-PRES,Right
value,Progressive,#væljuɪŋ#,#vælju#,PROG,PROG,Right
value,Past,#væljud#,#vælju#,PST/ PST.PTCP,PST,Right
value,Perfect,#væljud#,#vælju#,PST/ PST.PTCP,PST,Right
vend,Present 3rd Singular,#vɛndz#,#vɛnd#,3SG-PRES,3SG-PRES,Right
vend,Progressive,#vɛndɪŋ#,#vɛnd#,PROG,PROG,Right
vend,Past,#vɛndɪd#,#vɛnd#,PST/ PST.PTCP,PST,Right
vend,Perfect,#vɛndɪd#,#vɛnd#,PST/ PST.PTCP,PST,Right
vent,Present 3rd Singular,#vɛnts#,#vɛnt#,3SG-PRES,3SG-PRES,Right
vent,Progressive,#vɛntɪŋ#,#vɛnt#,PROG,PROG,Right
vent,Past,#vɛntɪd#,#vɛnt#,PST/ PST.PTCP,PST,Right
vent,Perfect,#vɛntɪd#,#vɛnt#,PST/ PST.PTCP,PST,Right
wait,Present 3rd Singular,#weɪts#,#weɪt#,3SG-PRES,3SG-PRES,Right
wait,Progressive,#weɪtɪŋ#,#weɪt#,PROG,PROG,Right
wait,Past,#weɪtɪd#,#weɪt#,PST/ PST.PTCP,PST,Right
wait,Perfect,#weɪtɪd#,#weɪt#,PST/ PST.PTCP,PST,Right
wake,Present 3rd Singular,#weɪks#,#weɪk#,3SG-PRES,3SG-PRES,Right
wake,Progressive,#weɪkɪŋ#,#weɪk#,PROG,PROG,Right
wake,Past,#woʊk#,#weɪk#,PST,PST,Right
wake,Perfect,#woʊkən#,#weɪk#,PST.PTCP,PST,Right
wear,Present 3rd Singular,#wɛɹz#,#wɛɹ#,3SG-PRES,3SG-PRES,Right
wear,Progressive,#wɛɹɪŋ#,#wɛɹ#,PROG,PROG,Right
wear,Past,#wɔɹ#,#wɛɹ#,PST,PST,Right
wear,Perfect,#wɔɹn#,#wɛɹ#,PST.PTCP,PST,Right
want,Present 3rd Singular,#wɑnts#,#wɑnt#,3SG-PRES,3SG-PRES,Right
want,Progressive,#wɑntɪŋ#,#wɑnt#,PROG,PROG,Right
want,Past,#wɑntɪd#,#wɑnt#,PST/ PST.PTCP,PST,Right
want,Perfect,#wɑntɪd#,#wɑnt#,PST/ PST.PTCP,PST,Right
waste,Present 3rd Singular,#weɪsts#,#weɪst#,3SG-PRES,3SG-PRES,Right
waste,Progressive,#weɪstɪŋ#,#weɪst#,PROG,PROG,Right
waste,Past,#weɪstɪd#,#weɪst#,PST/ PST.PTCP,PST,Right
waste,Perfect,#weɪstɪd#,#weɪst#,PST/ PST.PTCP,PST,Right
will,Present 3rd Singular,#wɪl#,#wɪl#,BARE,3SG-PRES,Wrong
will,Progressive,No Progresive,,,PROG,Wrong
will,Past,#wʊd#,#wʊ#,PST/ PST.PTCP,PST,Wrong
will,Perfect,No Perfect Participle,,,PST,Wrong
win,Present 3rd Singular,#wɪnz#,#wɪn#,3SG-PRES,3SG-PRES,Right
win,Progressive,#wɪnɪŋ#,#wɪn#,PROG,PROG,Right
win,Past,#wʌn#,#wɪn#,PST/ PST.PTCP,PST,Right
win,Perfect,#wʌn#,#wɪn#,PST/ PST.PTCP,PST,Right
would,Present 3rd Singular,#wʊd#,#wʊ#,PST/ PST.PTCP,3SG-PRES,Wrong
would,Progressive,No Progresive,,,PROG,Wrong
would,Past,#wʊd#,#wʊ#,PST/ PST.PTCP,PST,Wrong
would,Perfect,No Perfect Participle,,,PST,Wrong
write,Present 3rd Singular,#ɹaɪts#,#ɹaɪt#,3SG-PRES,3SG-PRES,Right
write,Progressive,#ɹaɪtɪŋ#,#ɹaɪt#,PROG,PROG,Right
write,Past,#ɹoʊt#,#ɹaɪt#,PST,PST,Right
write,Perfect,#ɹɪtən#,#ɹaɪt#,PST.PTCP,PST,Right
yap,Present 3rd Singular,#jæps#,#jæp#,3SG-PRES,3SG-PRES,Right
yap,Progressive,#jæpɪŋ#,#jæp#,PROG,PROG,Right
yap,Past,#jæpt#,#jæp#,PST/ PST.PTCP,PST,Right
yap,Perfect,#jæpt#,#jæp#,PST/ PST.PTCP,PST,Right
yawn,Present 3rd Singular,#jɔnz#,#jɔn#,3SG-PRES,3SG-PRES,Right
yawn,Progressive,#jɔnɪŋ#,#jɔn#,PROG,PROG,Right
yawn,Past,#jɔnd#,#jɔn#,PST/ PST.PTCP,PST,Right
yawn,Perfect,#jɔnd#,#jɔn#,PST/ PST.PTCP,PST,Right
yell,Present 3rd Singular,#jɛlz#,#jɛl#,3SG-PRES,3SG-PRES,Right
yell,Progressive,#jɛlɪŋ#,#jɛl#,PROG,PROG,Right
yell,Past,#jɛld#,#jɛl#,PST/ PST.PTCP,PST,Right
yell,Perfect,#jɛld#,#jɛl#,PST/ PST.PTCP,PST,Right
zap,Present 3rd Singular,#zæps#,#zæp#,3SG-PRES,3SG-PRES,Right
zap,Progressive,#zæpɪŋ#,#zæp#,PROG,PROG,Right
zap,Past,#zæpt#,#zæp#,PST/ PST.PTCP,PST,Right
zap,Perfect,#zæpt#,#zæp#,PST/ PST.PTCP,PST,Right
zoom,Present 3rd Singular,#zumz#,#zum#,3SG-PRES,3SG-PRES,Right
zoom,Progressive,#zumɪŋ#,#zum#,PROG,PROG,Right
zoom,Past,#zumd#,#zum#,PST/ PST.PTCP,PST,Right
zoom,Perfect,#zumd#,#zum#,PST/ PST.PTCP,PST,Right

Tense,Accuracy %,Correct,Total
Present 3rd Singular,90.3,243,269
Progressive,94.8,255,269
Past,88.1,237,269
Perfect,88.1,237,269
